commentText
great great
Yang tuang sprit sama yg nyebrung di kolam sangat jelas juga bakar sosis di laptop kalok dilihat secara rinci n teliti smw nampak jelas lucu banget
boong
ajarin donk
IT'S A FUNNY MAGIC
subs n like balik ya gan
fery good
ini bagus kok tetap editan tapi kaya beneran.....
Wah hebat sekali aku ingincoba
xdddd
xdddd
xdddd
aa
aa
a...
d
d
g
Gw suka orangnya bkn sulapnya
wahhhhh
روعه
Wow very nice editing
Keren !
jadi pengen
Gjh
Beneran itu
"Zhack king bukan master edit lagi
tp RAJA PENGEDIT SEMUA NYA KEREN, WALAUPUN EDITAN 1 KATA UNTK ZHACK KING
KEEEEEEEEEEEREEEEEEEENNN!!!!"
ini editan apa tidak tapi keren banget sulapnya
sulap editan
Lo belajar aja adobe after efect... Gw baru belajar 1 bulan aja iseng bisa bikin video yg aneh aneh contoh : cloning diri sendiri ampe banyak ..adobe after effect itu sering di pakai untuk buat film animasi hollywood
I love it
kalau edit sih kaga bisa ambil kue nya dimesin
"its remind me , the story - sabrina the teenage witch, which her life is full of fun n funny haha"
itu aplikasi edit ZACK KING keren banget
cerdas kayak nyong lee
Ah... palingan juga editan doang  masa bisa kaya gitu
Hahaahahahahahahaha pro editor n funny😂😂😂😂😂😂😂😂😂😂 waaaahhahahahaaaaahaaa
sensacionallll..
nice video
calon editor dunia nih
Editanya bgus banget  jernihhhh👍👍👍👍
Wow amazing
Ini cucu nya dajjal
🖓🖓🖓🖓
"Gw bilang keren... 
Walaupun editan tingkat dewa"
ah inimah editan anjay
this is not real
Man man man manan
Animated
Lol
wow
Haaaaaa
im from nepal and im the bigest fan fo your and my name is aryan aryal
Nice cat
Ha ha ha lucu banget
Editan
good
Ini bukan sulap tapi editan kamera..klo buat judul yang bener njin
"WTF !!!! ???? )))) 
Y creibre"
Semuanya tipu khinzir
Dedi
Itu editan sulap Enda ada yang kaya gitu
dioxbznsgenzhshz
wow!
"bohong elu malingya pinjem orang punyax luar negeri 
itu bukan punya elu"
jagan tiru dia curi video orang luar negeri tu
Please please make a video on Spiderman vs Ironman
Awesome
Jackie you are amazing in magic
Kerenn nih pesulap terhebat yg pernah ada...
Omg hoottt amezzing
Tingkat gila
Selidiki
Acer dikirab gdhd
Ini memang nyata pesulap hebat d dunia..yg komen goblok semua gk bisa bedaiin edit apa asli
ไม่
Bagaimana cara sulap itu
Kenapa dia tidak di rekrut di film film hollywod sebagai editing video & specal effect
hebat lah zack king ni
Anjir itu editan tingkat dewa
"Nipu,editan dibilang sulap"
Sulap mana ada
Mantap kali sulapnya gua terpingin lihat setiap hari
you or magizioun
This good and great
Bnran apa gk sih.?
Hebat banget ya orang nya
Om bagaiman om bikin
palsu baeku
I just loved it
wow.....
Like tương tác cùng nhau phát triển nhe bạn hiền ghé thăm kênh mình nhé
I love this video
Wow amazing pippel
Is so cold
Which app your
I like your vedio
Hebat
awesome!!!
bagus lagu nya
bagus lagu nya
lucu kucingnya
Waw hebat
COMO LO HACES
уаааааааа
sama yang buka Papan Snack Dengan Resleting Jaket
aku suka yang laba - laba itu
orang inggris kah..........💑🤣🤔
"You are an ordinary deceiver, and a narrow-eyed insect. Without mounting, you are not capable of anything. Die the creature, do mercy."
Osom
Kaya niga higa
Editan
Keren ..abis
mantap
Nanznsjs
Ileik ju
Nggak percaya
"Как😲🙋🙋🙋🙋
Я твой  паклоник"
Animation
Superb graphics!
Wirdo
"Dia tu pandai kat
Sekola diya yang tidor 
Tapi ke napa bolih buat
Mejik"
"Mana orang boloh buat 
Menceni"
Keren banget
apaka itu  benar
apaka itu  benar
So cool😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮💪💪💪 💪💪👀 ✋✋✋
",kk   vvnllmm m,olppmmkpmjùijjrdxxddeq
Ooool,kklkkkkkkkkkkķklkllkkk,mmmmmmkķkkkkklfklkmkkkk,l,,kmkkkk,mk,,,,m,mmmmk,,,kkmmffdfffdcffffk,,mmm mmm mkkkkkoooòolkĺlkkkkjjjmjkiìiiiìimėesßsssdfdddßedèè3ŕr3dssssfŕ3ds"
Amazing
"Ide nya bagus banget..
Terkhusus Editan'nya"
👍👍👍👏😮
Kak dijawab ya kak tapi kan kakak nggak bisa basa Indonesia kalo bisa komennya kak aku cumann mau tahu tapi kaka rumahnya di mana aku mau tahu dong rumahnya tapi kalo nggak bisa ya udah nggak usah dibalas ya yang bening udah nonton film kakak
Tapi yang terbang pake Soda benar kan aku juga nggak tahu sih aku cumann mau tahu kak dibalas ya
Kk kan orang inggris tapi yang komen orang indonesia aneh deh 😓😓😓
👍👍👍
guys semuanya ini bukan editan atau sulap jadi zach king itu membuat semua ini dari vine makanya jgn di begoin namanya loop jd jgn mulai sotoy cuman nonton ginian nonton tuh dari vinenya dia
👍
Itu di edit
Keren
Just an engrish comment pasting throu
Dia jago ngedit sama teknik pengambilan gambar..
No no
😠😠😠😠😠😠😠😠😠😠
O my god
thats cool
кушти
😎😎😎😎😎
"Kemonnnn
....."
Jelek editan
Utf
"Kampret dah banyak sekali yang bilang editan sulap ini atau mereka lagi keserupan,haduh mereka bodoh kan emang sulap meskipun ini cuman editan,dia membilang sulap pepara zach king bilang itu cuman sulap Karena video ini diedit,diupload,trus dikasih judul sulap terkenal kam*""$*#*"""
itu ma bukan sulap hoaxx kalo kalian percaya hoaxx bilang hadir
Nice
SLOW
bakus
jelek lol
Cool
Palsu(editan)tapi paling keren..matcap
video ini memang keren tapi adayang aneh ya
he is no magic juts a SUPER SPEACIAL EFFECT
.lagi
.
Dasar yg upload video ini tukang reupload
😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱🤨
Gfgfgur
que cosa tan cul megusto la parte de  el  gatico me encanto el video estubo genial
Hu
Hu
I’m your biggest fan in the world live in Dhaka
Kerem
Paling itu editan
"nice video,jangan lupa kunjungi my channel seputar trik android dan juga komputer"
Hay qua
iya hebat tapi boleh gak kasitau rahasianya
Guau me tienes que desir como lo ases
