commentText
Bgus banget indonesiaku mau nangis 💟💟💟
Aku lihat ini dan aku nangis banget
Woooooo untung gua lahir di indonesia terima kasih ya tuhan
I LOVE INDONESIA😍😍😘😘❤❤❤❤❤❤❤❤❤
Amezing indonesia .
Orang Indonesia ada yang mau jaga ada yang nggak
Lu blom prnah aja ke jakarta
bule pinggir yang pake topi sampe nangis :'(
Bangga Indonesiaku tercinta😚
"itu belum semuanya loh, tapi bule2 udah pada takjub,, hehe
semua ini milik tuhan."
"Gue bangga sama indonesia. Tapi banyak anak bangsa. Tidak menghargai kekayaan alam indonesia. Mereka hanya tawuran. Ke skolah hanya bermain lalu bolos. Seharus nya tidak seperti itu. Saran saya seharus nya anak bangsa sekolah tinggi dan ikut kejuaraan yg akan membanggakan nama indonesia. Orang asing kagum dengan karna kekayaan alam indonesia. Jadi jangan kotori kekayaan indonesia. Buat indonesia lebih maju. Buat nama indonesia di kenal lebih luas. Jangan hanya tau nge rokok di belakang skolah. Dan stoop narkoba. Karna narkoba. Membuat hidup jadi kotor. Itu hanya membuat orang tua jadi susah.            
             
                STOOP NARKOBA!!!"
This is indonesian..
"Tapi sayang msh banyak keindahan yg ga di tampilkan disitu salah satunya raja ampat,  daerah bangka banyak pantai warna biru bersih"
Eh Asli gw jg hampir nangis. Damnnn
"Wonderful Lombok... Wonderful Indonesian...
.
We Love Indonesian Nation..."
Merinding liatnya 😍😍😍
Itulah surga dunia di tanah air kita gk bisa yg nandingin di dunia
I love Indonesia❤
Indonesia 😍 tanah airku
"indahnya negara qu indonesia,"
yg bwh cakep bule ny...
"subhanallah. merinding!!
Ya Tuhan Lindungin Negri ini dari Hal2 yg tidak di inginkan. Jaga kami,budaya kami,bahasa kami agami kami,negri kami,. jauhkan dari orang2 yg akan berbuat tidak baik terhadap Negri ini.
Indonesia Love you full.
semoga kita yg belum sempet berkunjung dan keliling Indonesia, di beri Rizki dan Umur yg panjang oleh Tuhan.
Aamiin ."
jagan sampai kekayaan alam bangsa indonesia direbut bangsa lain
I love indonesia
over pround
Izin share ya 👍👍
"Indonesia is Paradise .
tanah para dewa"
"You Know What?
This Is A Peace Of Paradise"
Wonderful Indonesia ❤️
"Sampe netes air mata, bangga sekali jadi bangsa indonesia"
"Klo liat yang begini jadi bangga lahir di Indonesia,,,,tapi kalo udah liat tingkah laku masyarakat nya???😢😢😢"
aku bangga menjadi anak Indonesia merdekaa
Ilove Indonesia
Banyuwangi itu kota saya
"Itu masih kurang,masih beribu2 keindahan yg tak terekam"
Saya bangga menjadi org indonesia
Bule pakle
Tercengang
Ntapz
Pengen Nangis cinta negara ini
"saya sampai menaggis, karena saya bangga menjadi anak indonesia😢😢"
"1 kata.. "" bangga "".."
jangan buang sampah sembarangan ya gan :)
Sampe netesin air mata gw
"begitu indah negeri ini, sampai tak terasa hampir nangis, gak sabar untuk pulang ke Indonesia"
speechless...
"Indonesia bagus, indah, dan hebat"
koruptor nya aja yg bikin bangke
I love indonesia
Bangga jadi anak indonesia
cucok meong
"Melihat video2 sperti ini dsitu aq mrasa terharu dan bangga mnjdi org indonesia, tpi mengingat para koruptor anjing itu jdi ksel..."
Wonderful Indonesia
Sumpaah sampe merinding gua❤❤
"Banyak yg bilang kalo Indonesia adalah salah satu potongan terakhir dri surga,,, we should be proud of that...."
Gila gw merinding
I love indonesia
Saya bangga jd ank indonesia yg tercinta ini
😍😍😍 INDONESIA 😍😍😍
