commentText
eh monyet
"Salut sama pencapaian lo rap , jadi motivasi bgt"
Bacot lu leng celeng
udah nonton ini belom bang arap? https://www.youtube.com/watch?v=s12CmyQaIMw
"KOINBET.COM

SPORTBOOK - CASINO - TOGEL - SABUNG AYAM - SLOT
GAMES TERLENGKAP DAN PROSES CEPAT
SALAM HOKI DAN SUKSES SELALU
PIN BB : DBA893E8
di gabung bos ku^^^
khusus pecinta bola bisa juga  bos ku ^^"
Subscribe balik kak please bantu
bikin yg begini lagi bang :3
Wow ini banyak bangrt mix nya bang mantep dah
"Sopan Dikit Dong Bicara Nya,Mendingan Subscribe Chanelnya Miawaug Dari Pada Subscribe Ini Chanel Jelek"
judul lagu di menit 9:46 itu apa ya judulnya
http://specialdewasa.blogspot.com/2018/01/enaknya-mengisap-payudara-karyawati-si.html
https://youtu.be/7jjCAMMuyRo
Oy elo tu ngomong yang kotor kotor terus
Kocak bababang kekekek
Bang maen Call Of Duty
Di menit 03:53 maen game apa bang?
I miss u rap..
Part 2 please
nama game nya apa aja?
tolol anjir si arap
Apa cuma gue yg liat krn liat sg arap 😌
Bang bisa nggak hapus tatto nya...?
Dat stcik
Arap kenapa gak masuk youtube  gaming
fuck pencitraan nakal tapi tampan ndasmu cokkk
ANAK ANJING GAK TAU DIRI |
Rap kok gue suka liat lu maen :D btw lagi seru2nya game Gething Over It .. gue pengen liat ekspresi lu maen game itu :D
"Hehehe mau tinggi
Cek youtube kita yu sis wkwk"
NGAKAK
Wowww
1:12 Lol
"Woow....
Gamers ganteng idaman.."
ka video yang ka jovi makan bean bloozed apa namanya?
sub back ya gan channelnya
wah gila toketnya gede gede
😅
KEMBALIKAN ARAP YANG DULU !!
Kak agama mu appppppa
menit 9:54 judul lagunya apa?
"kak arap coba mainin scary maze,soalnya gue maen di level 3 mati terus"
Lagu di 5:37 ap?
"bang coba dong mainin game getting over it , pasti gokil bgt klo lu yg mainin wkwk"
Komen :v
https://youtu.be/v1wrTyrmXuw .. subscribe dong 🔥🔥
bang kenapa gak jdi beatboxer
my favorite 12:08
ora mendidik fuck reza ayo baywan kwe a**
Subscribe aku ya kak.. Nanti ane subscribe balik
Liat chenel saya ya guys
Miss this Reza Arap Oktovian so bad😢
kocak lucu...jangan lupa mampir
Bang main mount and blade dong
Ihhh ngomong nya ganteng ganteng parah banget
"Bang, ntar ane request bang arap mainin SCORN ya??? plsss... 
dan 1 lagi kalo bisa mainin AGONY juga.. :D"
gila rap hahahahah
Bang Rapp Chalengge Marsha Bengekk dong?
"Bang, perna kursus dance?"
"channel sampah kaya gini subcribenya 1,6 m?
hahhaha dasar sampah"
Kaka
"Hai ka arap.... Bantu suport chanel aku ka arap, aku youtuber pemula asal pangandaran, kontenya trntang tutorial, bantu subs dan view ya"
Mantap saling supot sya pendatang baru
"yg Subscribe aku, aku Subscribe Balik, indahnya saLing membantu...."
"Mau belajar coffee art/ latte art dengan mudah, caranya gampang tinggal subscribe channel ini dan silahkan pelajari banyak hal tentang coffee art"
hye arap saya dari malaysia..aku ngefans sama awak
Rindu rap
Ngakak hahahah 😂
Sukses trus bang arap.
"https://www.youtube.com/channel/UCDqrHJT100W5zZQFsTbq7Ag

SUBSCRIBE JUGA CHANNEL SAYA YA"
https://www.youtube.com/channel/UCDqrHJT100W5zZQFsTbq7Ag
