commentText
model-family
Nnti klo punya anak trus dia nnton bpk nya bilang anj*ng ?
Anjinggg
Ayo semangat 1jt sub
reza jelek kali
Baru ini di youtube yg mendidik and logis
Kalian pasti pernah ngetranslate arti FUC*
First youtuber indonesian that i seen have reach an 100k Likes
"A: Dasar ""Reptil melata berkaki empat pemakan lalat"" KADAL 
Iya sih capek juga ngomongnya.."
gan tolong subacribe nanti gua subscribe balik ok
"emang sengak anaknya ni om..
Disulap jdi kmbing hitam kurap aja"
"Hahahaaaa,,,klo iseng gw ntn chanel arap malah ngitung brapa kali arap ngmg anjing wkwkwwkkk"
reza muka nya ke takutan
Jangan sakitin abang gua om
lo anjing
Azka malu ya.wkwk
I love this video ❤️ open minded
you're good daddy
Aku anak kecil nonton ini
Sya ngefans bnget sma kalian berdua 😍
"Ninggal jejak.... 
Omm dedy gue fans berat om... 
Botaknya ommm mantap"
salfok wktu azka korek upil😂
Sorry ya Om
Om Deddy kog Si Azka Bahasa indonesia nya Agak Gelagatan si Om 😁😁
the best👍👍👍👍👍
"0:26
Jumpscare"
ni reja gak ngerti dan gak sepaham dngn nilai dan norma yg berlaku dimasyarakat kita
"Biasanya kalau dilarang banget, malah jadi dilanggar wkwkwk"
"Ekspresi itu tidak harus ngmg jorok, jika yang belum terlanjur jangan ditiru ekspresi seperti itu"
Gw salut sama orang tua
"reza loe so ganteng,  emang loe gk mersa malu."
Berarti reza gk di didik
"Lebih simpel bilang ke anak.  ngak boleh gitu karena dosa, klo dosa masuk neraka"
Jadi inget Manusia setengah anjaii 😄😄😄
you are a great dad
Tuh gigi corbuzeer gigi nya putih bgr
"Kalau maksudnya kendalikan kapal adalah mengajari ""anak"", lalu Arap (juga seorang anak dari seorang ortu) adalah kapal juga kan? malah yg cukup besar,  namun gagal di kendalikan nahkoda nya  (sesuai Pandangan yg di setujui om dedi ngajarin Aska jangan swearing di konten YouTube nya) nah mengenai samudranya, tentu gelombang itu bisa di buat dari kapal2 besar yg oleng/gagal di kendalikan nahkoda itu tadi. Kalau begitu analoginya, Seharusnya sebagai kapal yg besar jelas bertanggung jawab pada samudra itu sendiri, karena kalau kapal besar ini mampu terkendali lebih baik maka samudra akan lebih tenang dan tidak mengoyak kapal2 kecil yg tidak bisa di pungkiri ikut dg mudah masuk ke samudera ini (youtube sudah mudah di akses semua kalangan kata om dedi)
Simple nya mungkin = Tanggung Jawab Moral.
Dan orang tua normal umumnya pasti mendidik anaknya dg sebisa nya/sebaik2 nya, tp pngaruh external yg kadang bikin orang tua jd lebih susah mendidiknya, jd udah susah cari uang utk kebutuhan hidup, lg di tambahin susah sama hasil pengaruh luar dlm hal ini konten video YouTube (which is sebenarnya bisa dibantu oleh kapal besar yg mau sedikit terkendali dan sedikit ikut bertanggung jawab terhadap SAMUDRA Tunas bangsa ini) kalau bukan kita siapa lagi? Kalo pake perbandingan bokep, atau konten2 jorok yg lain sepertinya terlalu ribet dan kusut banget, padahal simpel aja, coba dari kita yg berubah dikit aja, setidaknya gelombang samudranya bisa agak landai juga kan, meski dikit, sedikit sedikit yg banyak adalah bukit telebtabis.
Saya ngomong apa ya hahahha.... Maaf sekedar ikut berargumentasi. Salam kenal :)"
Matanya bang arap belo
"Anak Anda masih Kecil,jangan heran jetika udah remaja Anak anda Akan......coli😂"
"Sttt gak boleh ngomong Anjing,Astagfirullah Gua ngomong Anjing,Ya Allah gua ngomong Anjing Lagi,kapan gua berhenti nih,Nahhhhh gua udah berhenti ngomong Anjing,Goblok gua ngomong anjing lagi,Gimana cara berhenti nih :v"
Sumpah gw nonton ini udh berpuluh puluh kali awkaowkaow
pecahhhhh parahhh kerennn
Udah biasa om dedy
u are stupid dog daddy
Wuuuwww.. keren.. good..
Itu mah kebiasaan... Prilaku orang itu tergantung kualitasnya... Yah klo mati satu tumbuh seribu bener... Tapi klo di diemin bukan seribu lagi... Tapi sejuta...
"Gw jg ngak suka ma reza... Gw tinggal di luar... Youtuber di luar ngak begitu... Orang luar ngak gitu2 banget...  Apalgi dia arab.. Muslin... Banyak banget orang yang beda agama di luar nanya ""he is islam ""... Dan gw malu jawabnya.. Malu2in aje lo rab... Si deddy aja yang Christian ngak begitu..."
Tap yg dipakakai si tezaoktovian tadi kaca dah (kalo gak salah)
Ini ke 2x nya get nonton video reza.jujur gw gak tertarik krn gw keburu enek sama mulutnya. Mungkin kuno tp gw percaya orang itu bicara sesuai dg isi kepala dan kepribadiannya.
"Reza,lo tu salah soalnya dampak dari style lo+cara berbicara lo itu akan merusak generasi2 indonesia.
Coba merenung,jgn gaya lo aja ky gitu padahal esensi dari gaya lo ky gitu adalah v*gina😄"
salut buat om deddy corbuzier 😀
You'r  the best dady ... teruslah memotifasi om dedi corbizier ..kita  semua mendukung / mensuport om selalu 😀👍💪
"Des es gud, om ded ai subskraib yu rait naw! Gud perent wit yor open main aidea abawt haw u tich yo kid"
"teman ku nama nya azka, tp cewek.. hehehe..."
"Yg dapat mempemengaruhi anak adalah 1. Ortu 2. Lingkungan 3. Teman dan solusi adalah carilah ilmu agama islam yg benar dan agama berasal dari tuhan yg menciptakanmu dan mengasuhmu dari alam arwah , kandungan , dunia , kubur , sampai akhirat"
menurut om bagus apa ngga wk
"Om dedy, tolong nilai vidio kami om wk"
Up to you rap...
nice om
