commentText
Anjing madura ni babi mang sinek lawan aku biak sambas madura maok di penggal mang
ya allah . kasihan pak budi sudah ngajar .  ngasih ilmu . ya allah terimalah ia kesisimu
DILAN 1990
"Bayaran kecil , resiko besar , nyawa taruhan.a ,,,,,,"
Semua gara gara HAM. Siswa siswi jadi membabi buta kepada guru (BEBAS). TIDAK BERLAKU LAGI AKHLAK!!
siksa sampe mati hukumanya
"sini lu kalo berani sparing sma gua Goblok,"
"turut berduka cita atas kepergian pak budi,. dan buat pelaku, ga cukup cuma di penjara, harusnya kematian dibalas kematian, dasar murid yg ga tau diri,. kalo gw ketemu sama pelaku nya,. bakal gw gampar bolak balik sampe pipinya ancur lebur!!"
Achmad Budi Cahyanto ya bukan Cahyono
"di hukum picis aja biar mati pelan""habistu siram pakek air asam,gk da moral seorg murit menganiaya guru smpek meregut nyawanya,padahal guru itu seharusnya di hormati,gk ada masa depan tanpa guru,hadew kenapa ya INDONESIA KU gk berhenti hentinya musibah para oeg""yg ter aniaya"
Bakar hidup hidup tu anak iblis sebelum dia tobat
Hukum seberat2 nya itu murid...
Geregetan gw ma tu bocah... Asu.
Mana tuh suaranya...pembela HAM.
"al fatiha buat alm. semoga ditempatkan bersama org2 yang beriman mendapatkan surgamu ya allah,amin.
dan semoga si pelaku diberi hukuman yang seberat2x kalau perlu hukuman mati aja."
"Dapatkan uang tambahan setiap bulan, serta bonus pulsa dan berbagai hadiah menarik dari channelku, kunjungi channel aku ya ^^"
reneo le tak sundep silitmu
"Anak anjing,bajingan,loe gua tantang loe anjing."
"Kalo jaman dulu bocah tempur paling edan juga kayaknya ga sampe ngelawan guru . 
Ini bocah kenapa gak di matiin aja sih.. indonesia udah terlalu sempit buat orang kyk gini . Bukan penerus bangsa ini .
Parah kalo sampe dia ga di keluarin . Parah"
Duh kalo aj bunuh balik orang ga dosa yaa.. sumpah ga ada hukum yg cocok buat ni anak yg bunuh guru nya.. sangat enteng  dan terlalu enteng hukum indonesia
Bakar aja pelakunya...
Anak murid tatau ..berterimakasih sama guru  yang mau membatu agar bisa pintar  dan baik..........harus di hukum gantung tung tuh anak muridnya tatau diri
Bocah anjing emang
Anaknya mati kek yg mukul
mana orang2 yg selalu mengembor2kan HAM beginilah jadinya watak anak indonesia...kagak takut lg ama guru
Murid assssuuuuuuu....
Murid goblog
Keroyok aja dipenjara...foto ortu nya juga dishare aja di medsos
Bunuh aja anak sama bpkx yg preman itu biar kapok
